Location,X_Coord_ERTS89,Y_Coord_ERTS89,Year_of_Outbreak,Lat_WGS84,Lon_WGS84
London,3620430,3203090,1544,-0.126296,51.50016
London,3620430,3203090,1543,-0.126296,51.50016
London,3620430,3203090,1540,-0.126296,51.50016
London,3620430,3203090,1537,-0.126296,51.50016
London,3620430,3203090,1536,-0.126296,51.50016
London,3620430,3203090,1535,-0.126296,51.50016
London,3620430,3203090,1532,-0.126296,51.50016
London,3620430,3203090,1530,-0.126296,51.50016
London,3620430,3203090,1569,-0.126296,51.50016
London,3620430,3203090,1518,-0.126296,51.50016
London,3620430,3203090,1511,-0.126296,51.50016
London,3620430,3203090,1512,-0.126296,51.50016
London,3620430,3203090,1513,-0.126296,51.50016
London,3620430,3203090,1531,-0.126296,51.50016
London,3620430,3203090,1517,-0.126296,51.50016
London,3620430,3203090,1547,-0.126296,51.50016
London,3620430,3203090,1519,-0.126296,51.50016
London,3620430,3203090,1520,-0.126296,51.50016
London,3620430,3203090,1521,-0.126296,51.50016
London,3620430,3203090,1548,-0.126296,51.50016
London,3620430,3203090,1527,-0.126296,51.50016
London,3620430,3203090,1515,-0.126296,51.50016
Lons-le-Saunier,3980530,2628060,1629,5.551726,46.674093
Lorca,3285600,1700850,1648,-1.698759,37.671267
Loudun,3568730,2705500,1632,0.081914,47.009185
Loudun,3568730,2705500,1597,0.081914,47.009185
Loudun,3568730,2705500,1510,0.081914,47.009185
Loudun,3568730,2705500,1516,0.081914,47.009185
Loudun,3568730,2705500,1531,0.081914,47.009185
Loudun,3568730,2705500,1482,0.081914,47.009185
Loudun,3568730,2705500,1350,0.081914,47.009185
Loudun,3568730,2705500,1633,0.081914,47.009185
Loudun,3568730,2705500,1604,0.081914,47.009185
Loudun,3568730,2705500,1563,0.081914,47.009185
Loudun,3568730,2705500,1603,0.081914,47.009185
Loughborough,3568230,3353960,1647,-1.204368,52.770799
Loughborough,3568230,3353960,1611,-1.204368,52.770799
Loughborough,3568230,3353960,1610,-1.204368,52.770799
Loughborough,3568230,3353960,1609,-1.204368,52.770799
Loughborough,3568230,3353960,1558,-1.204368,52.770799
Louth,3657190,3408020,1631,-0.00796,53.367062
Louth,3657190,3408020,1505,-0.00796,53.367062
Louviers,3679210,2938780,1619,1.168824,49.214837
Louviers,3679210,2938780,1624,1.168824,49.214837
Louviers,3679210,2938780,1620,1.168824,49.214837
Louviers,3679210,2938780,1648,1.168824,49.214837
Lowestoft,3762040,3294550,1635,1.75357,52.474759
Lübeck,4366240,3418260,1567,10.687637,53.869597
Lübeck,4366240,3418260,1596,10.687637,53.869597
Lübeck,4366240,3418260,1383,10.687637,53.869597
Lübeck,4366240,3418260,1381,10.687637,53.869597
Lübeck,4366240,3418260,1396,10.687637,53.869597
Lübeck,4366240,3418260,1388,10.687637,53.869597
Lübeck,4366240,3418260,1565,10.687637,53.869597
Lübeck,4366240,3418260,1566,10.687637,53.869597
Lübeck,4366240,3418260,1548,10.687637,53.869597
Lübeck,4366240,3418260,1367,10.687637,53.869597
Lübeck,4366240,3418260,1350,10.687637,53.869597
Lübeck,4366240,3418260,1638,10.687637,53.869597
Lübeck,4366240,3418260,1421,10.687637,53.869597
Lübeck,4366240,3418260,1543,10.687637,53.869597
Lübeck,4366240,3418260,1625,10.687637,53.869597
Lübeck,4366240,3418260,1375,10.687637,53.869597
Lübeck,4366240,3418260,1370,10.687637,53.869597
Lübeck,4366240,3418260,1464,10.687637,53.869597
Lübeck,4366240,3418260,1420,10.687637,53.869597
Lübeck,4366240,3418260,1405,10.687637,53.869597
Lübeck,4366240,3418260,1397,10.687637,53.869597
Lübeck,4366240,3418260,1393,10.687637,53.869597
Lübeck,4366240,3418260,1405,10.687637,53.869597
Lübeck,4366240,3418260,1639,10.687637,53.869597
Lublin,5193950,3201610,1641,22.573582,51.246944
Lucca,4361950,2303870,1429,10.508012,43.843014
Lucca,4361950,2303870,1383,10.508012,43.843014
Lucca,4361950,2303870,1631,10.508012,43.843014
Lucca,4361950,2303870,1348,10.508012,43.843014
Lucca,4361950,2303870,1633,10.508012,43.843014
Lucca,4361950,2303870,1430,10.508012,43.843014
Lucca,4361950,2303870,1466,10.508012,43.843014
Lucca,4361950,2303870,1630,10.508012,43.843014
Lucca,4361950,2303870,1467,10.508012,43.843014
Lucena,3037070,1714480,1680,-4.485564,37.40876
Lucena,3037070,1714480,1681,-4.485564,37.40876
Ludlow,3459860,3326490,1609,-2.717451,52.368172
Ludlow,3459860,3326490,1608,-2.717451,52.368172
Lugano,4239830,2543980,1473,8.953356,46.003604
Lüneburg,4348330,3348720,1604,10.409375,53.245941
Lüneburg,4348330,3348720,1548,10.409375,53.245941
Lüneburg,4348330,3348720,1565,10.409375,53.245941
Lüneburg,4348330,3348720,1375,10.409375,53.245941
Lüneburg,4348330,3348720,1528,10.409375,53.245941
Lüneburg,4348330,3348720,1625,10.409375,53.245941
Lüneburg,4348330,3348720,1474,10.409375,53.245941
Lüneburg,4348330,3348720,1624,10.409375,53.245941
Lüneburg,4348330,3348720,1606,10.409375,53.245941
Lüneburg,4348330,3348720,1605,10.409375,53.245941
Lüneburg,4348330,3348720,1536,10.409375,53.245941
Lüneburg,4348330,3348720,1516,10.409375,53.245941
Lüneburg,4348330,3348720,1627,10.409375,53.245941
Lüneburg,4348330,3348720,1484,10.409375,53.245941
Lüneburg,4348330,3348720,1639,10.409375,53.245941
Lüneburg,4348330,3348720,1382,10.409375,53.245941
Lüneburg,4348330,3348720,1567,10.409375,53.245941
Lüneburg,4348330,3348720,1577,10.409375,53.245941
Lüneburg,4348330,3348720,1664,10.409375,53.245941
Lüneburg,4348330,3348720,1657,10.409375,53.245941
Lüneburg,4348330,3348720,1547,10.409375,53.245941
Lüneburg,4348330,3348720,1450,10.409375,53.245941
Lüneburg,4348330,3348720,1451,10.409375,53.245941
Lüneburg,4348330,3348720,1350,10.409375,53.245941
Lüneburg,4348330,3348720,1596,10.409375,53.245941
Lüneburg,4348330,3348720,1628,10.409375,53.245941
Lüneburg,4348330,3348720,1663,10.409375,53.245941
Lüneburg,4348330,3348720,1626,10.409375,53.245941
Lüneburg,4348330,3348720,1525,10.409375,53.245941
Lüneburg,4348330,3348720,1420,10.409375,53.245941
Lüneburg,4348330,3348720,1421,10.409375,53.245941
Lüneburg,4348330,3348720,1537,10.409375,53.245941
Lunéville,4062150,2837040,1631,6.490858,48.591322
Lunéville,4062150,2837040,1630,6.490858,48.591322
Lure,4057900,2736210,1642,6.496471,47.683426
Lure,4057900,2736210,1643,6.496471,47.683426
Lure,4057900,2736210,1641,6.496471,47.683426
Lure,4057900,2736210,1640,6.496471,47.683426
Lure,4057900,2736210,1636,6.496471,47.683426
Lure,4057900,2736210,1631,6.496471,47.683426
Lure,4057900,2736210,1637,6.496471,47.683426
Lure,4057900,2736210,1479,6.496471,47.683426
Lure,4057900,2736210,1630,6.496471,47.683426
Lure,4057900,2736210,1634,6.496471,47.683426
Lure,4057900,2736210,1632,6.496471,47.683426
Lure,4057900,2736210,1635,6.496471,47.683426
Lure,4057900,2736210,1639,6.496471,47.683426
Lure,4057900,2736210,1633,6.496471,47.683426
Lure,4057900,2736210,1638,6.496471,47.683426
Lyon,3919000,2531130,1457,4.834368,45.767325
Lyon,3919000,2531130,1576,4.834368,45.767325
Lyon,3919000,2531130,1580,4.834368,45.767325
Lyon,3919000,2531130,1582,4.834368,45.767325
Lyon,3919000,2531130,1472,4.834368,45.767325
Lyon,3919000,2531130,1493,4.834368,45.767325
Lyon,3919000,2531130,1494,4.834368,45.767325
Lyon,3919000,2531130,1577,4.834368,45.767325
Lyon,3919000,2531130,1348,4.834368,45.767325
Lyon,3919000,2531130,1482,4.834368,45.767325
Lyon,3919000,2531130,1474,4.834368,45.767325
Lyon,3919000,2531130,1508,4.834368,45.767325
Lyon,3919000,2531130,1519,4.834368,45.767325
Lyon,3919000,2531130,1631,4.834368,45.767325
Lyon,3919000,2531130,1636,4.834368,45.767325
Lyon,3919000,2531130,1638,4.834368,45.767325
Lyon,3919000,2531130,1643,4.834368,45.767325
Lyon,3919000,2531130,1628,4.834368,45.767325
Lyon,3919000,2531130,1629,4.834368,45.767325
Lyon,3919000,2531130,1498,4.834368,45.767325
Lyon,3919000,2531130,1522,4.834368,45.767325
Lyon,3919000,2531130,1521,4.834368,45.767325
Lyon,3919000,2531130,1586,4.834368,45.767325
Lyon,3919000,2531130,1630,4.834368,45.767325
Lyon,3919000,2531130,1531,4.834368,45.767325
Lyon,3919000,2531130,1557,4.834368,45.767325
Lyon,3919000,2531130,1585,4.834368,45.767325
Lyon,3919000,2531130,1564,4.834368,45.767325
Lyon,3919000,2531130,1565,4.834368,45.767325
Lyon,3919000,2531130,1587,4.834368,45.767325
Lyon,3919000,2531130,1607,4.834368,45.767325
Lyon,3919000,2531130,1627,4.834368,45.767325
Lyon,3919000,2531130,1598,4.834368,45.767325
Lyon,3919000,2531130,1581,4.834368,45.767325
Macclesfield,3515960,3417810,1606,-2.128177,53.260808
Macclesfield,3515960,3417810,1604,-2.128177,53.260808
Macclesfield,3515960,3417810,1605,-2.128177,53.260808
Mâcon,3922590,2590880,1485,4.829237,46.306308
Mâcon,3922590,2590880,1506,4.829237,46.306308
Mâcon,3922590,2590880,1581,4.829237,46.306308
Mâcon,3922590,2590880,1475,4.829237,46.306308
Mâcon,3922590,2590880,1502,4.829237,46.306308
Mâcon,3922590,2590880,1375,4.829237,46.306308
Mâcon,3922590,2590880,1374,4.829237,46.306308
Mâcon,3922590,2590880,1373,4.829237,46.306308
Mâcon,3922590,2590880,1586,4.829237,46.306308
Mâcon,3922590,2590880,1478,4.829237,46.306308
Mâcon,3922590,2590880,1596,4.829237,46.306308
Mâcon,3922590,2590880,1628,4.829237,46.306308
Mâcon,3922590,2590880,1507,4.829237,46.306308
Mâcon,3922590,2590880,1604,4.829237,46.306308
Mâcon,3922590,2590880,1466,4.829237,46.306308
Mâcon,3922590,2590880,1499,4.829237,46.306308
Mâcon,3922590,2590880,1629,4.829237,46.306308
Mâcon,3922590,2590880,1632,4.829237,46.306308
Mâcon,3922590,2590880,1630,4.829237,46.306308
Mâcon,3922590,2590880,1631,4.829237,46.306308
Mâcon,3922590,2590880,1596,4.829237,46.306308
Mâcon,3922590,2590880,1564,4.829237,46.306308
Mâcon,3922590,2590880,1565,4.829237,46.306308
Mâcon,3922590,2590880,1566,4.829237,46.306308
Mâcon,3922590,2590880,1369,4.829237,46.306308
Mâcon,3922590,2590880,1567,4.829237,46.306308
Mâcon,3922590,2590880,1501,4.829237,46.306308
Mâcon,3922590,2590880,1524,4.829237,46.306308
Mâcon,3922590,2590880,1503,4.829237,46.306308
Mâcon,3922590,2590880,1498,4.829237,46.306308
Mâcon,3922590,2590880,1519,4.829237,46.306308
Madrid,3159680,2029790,1507,-3.700325,40.41673
Madrid,3159680,2029790,1599,-3.700325,40.41673
Madrid,3159680,2029790,1506,-3.700325,40.41673
Madrid,3159680,2029790,1596,-3.700325,40.41673
Madrid,3159680,2029790,1597,-3.700325,40.41673
Madrid,3159680,2029790,1598,-3.700325,40.41673
Madrid,3159680,2029790,1602,-3.700325,40.41673
Magdeburg,4433070,3225830,1483,11.636751,52.130955
Magdeburg,4433070,3225830,1474,11.636751,52.130955
Magdeburg,4433070,3225830,1681,11.636751,52.130955
Magdeburg,4433070,3225830,1463,11.636751,52.130955
Magdeburg,4433070,3225830,1405,11.636751,52.130955
Magdeburg,4433070,3225830,1350,11.636751,52.130955
Magdeburg,4433070,3225830,1598,11.636751,52.130955
Magdeburg,4433070,3225830,1516,11.636751,52.130955
Magdeburg,4433070,3225830,1657,11.636751,52.130955
Magdeburg,4433070,3225830,1548,11.636751,52.130955
Magdeburg,4433070,3225830,1539,11.636751,52.130955
Magdeburg,4433070,3225830,1565,11.636751,52.130955
Magdeburg,4433070,3225830,1567,11.636751,52.130955
Magdeburg,4433070,3225830,1428,11.636751,52.130955
Magdeburg,4433070,3225830,1567,11.636751,52.130955
Magdeburg,4433070,3225830,1383,11.636751,52.130955
Magdeburg,4433070,3225830,1679,11.636751,52.130955
Magdeburg,4433070,3225830,1625,11.636751,52.130955
Magdeburg,4433070,3225830,1375,11.636751,52.130955
Magdeburg,4433070,3225830,1606,11.636751,52.130955
Magdeburg,4433070,3225830,1450,11.636751,52.130955
Magdeburg,4433070,3225830,1626,11.636751,52.130955
Magdeburg,4433070,3225830,1357,11.636751,52.130955
Magdeburg,4433070,3225830,1596,11.636751,52.130955
Mahón,3828300,1884870,1647,4.264199,39.889621
Maidstone,3661800,3171650,1666,0.523796,51.270291
Mainz,4196770,2988430,1575,8.267452,49.995082
Mainz,4196770,2988430,1350,8.267452,49.995082
Mainz,4196770,2988430,1624,8.267452,49.995082
Mainz,4196770,2988430,1566,8.267452,49.995082
Mainz,4196770,2988430,1584,8.267452,49.995082
Mainz,4196770,2988430,1605,8.267452,49.995082
Mainz,4196770,2988430,1667,8.267452,49.995082
Mainz,4196770,2988430,1388,8.267452,49.995082
Mainz,4196770,2988430,1363,8.267452,49.995082
Mainz,4196770,2988430,1381,8.267452,49.995082
Mainz,4196770,2988430,1364,8.267452,49.995082
Mainz,4196770,2988430,1526,8.267452,49.995082
Mainz,4196770,2988430,1666,8.267452,49.995082
Mainz,4196770,2988430,1349,8.267452,49.995082
Mainz,4196770,2988430,1606,8.267452,49.995082
Málaga,3030130,1638420,1646,-4.42006,36.719645
Málaga,3030130,1638420,1637,-4.42006,36.719645
Málaga,3030130,1638420,1638,-4.42006,36.719645
Málaga,3030130,1638420,1681,-4.42006,36.719645
Málaga,3030130,1638420,1597,-4.42006,36.719645
Málaga,3030130,1638420,1598,-4.42006,36.719645
Málaga,3030130,1638420,1648,-4.42006,36.719645
Málaga,3030130,1638420,1649,-4.42006,36.719645
Málaga,3030130,1638420,1647,-4.42006,36.719645
Málaga,3030130,1638420,1680,-4.42006,36.719645
Málaga,3030130,1638420,1678,-4.42006,36.719645
Málaga,3030130,1638420,1657,-4.42006,36.719645
Málaga,3030130,1638420,1599,-4.42006,36.719645
Málaga,3030130,1638420,1599,-4.42006,36.719645
Málaga,3030130,1638420,1600,-4.42006,36.719645
Málaga,3030130,1638420,1601,-4.42006,36.719645
Málaga,3030130,1638420,1602,-4.42006,36.719645
Málaga,3030130,1638420,1636,-4.42006,36.719645
Malgrat de Mar,3715020,2089620,1586,2.741602,41.646529
Malgrat de Mar,3715020,2089620,1585,2.741602,41.646529
Malgrat de Mar,3715020,2089620,1584,2.741602,41.646529
Malgrat de Mar,3715020,2089620,1587,2.741602,41.646529
Malmesbury,3486790,3233200,1642,-2.099669,51.584828
Manacor,3734420,1857680,1819,3.201376,39.574342
Manchester,3513150,3443170,1645,-2.234327,53.480749
Manchester,3513150,3443170,1630,-2.234327,53.480749
Manchester,3513150,3443170,1605,-2.234327,53.480749
Manchester,3513150,3443170,1608,-2.234327,53.480749
Manchester,3513150,3443170,1606,-2.234327,53.480749
Manchester,3513150,3443170,1607,-2.234327,53.480749
Mannheim,4210610,2931350,1666,8.476689,49.484708
Manresa,3639550,2106120,1348,1.823337,41.72519
Mantes-la-Jolie,3716270,2909290,1601,1.719412,48.990332
Mantova,4383820,2450160,1525,10.797664,45.160361
Mantova,4383820,2450160,1528,10.797664,45.160361
Mantova,4383820,2450160,1497,10.797664,45.160361
Mantova,4383820,2450160,1468,10.797664,45.160361
Mantova,4383820,2450160,1410,10.797664,45.160361
Mantova,4383820,2450160,1630,10.797664,45.160361
Mantova,4383820,2450160,1629,10.797664,45.160361
Mantova,4383820,2450160,1576,10.797664,45.160361
Mantova,4383820,2450160,1478,10.797664,45.160361
Mantova,4383820,2450160,1524,10.797664,45.160361
Mantova,4383820,2450160,1506,10.797664,45.160361
Mantova,4383820,2450160,1526,10.797664,45.160361
Marbella,2985010,1623610,1649,-4.886375,36.509897
Marbella,2985010,1623610,1601,-4.886375,36.509897
Marbella,2985010,1623610,1600,-4.886375,36.509897
Marbella,2985010,1623610,1602,-4.886375,36.509897
Marburg,4234260,3078870,1567,8.76921,50.814804
Marburg,4234260,3078870,1634,8.76921,50.814804
Marburg,4234260,3078870,1611,8.76921,50.814804
Mariazell,4719400,2754240,1679,15.31743,47.772796
Marlborough,3509090,3211010,1545,-1.730213,51.421053
Marlborough,3509090,3211010,1604,-1.730213,51.421053
Marlborough,3509090,3211010,1603,-1.730213,51.421053
Marmande,3539560,2428050,1652,0.16161,44.499769
Marmande,3539560,2428050,1453,0.16161,44.499769
Marseille,3945440,2254840,1563,5.381084,43.297626
Marseille,3945440,2254840,1476,5.381084,43.297626
Marseille,3945440,2254840,1494,5.381084,43.297626
Marseille,3945440,2254840,1628,5.381084,43.297626
Marseille,3945440,2254840,1720,5.381084,43.297626
Marseille,3945440,2254840,1664,5.381084,43.297626
Marseille,3945440,2254840,1721,5.381084,43.297626
Marseille,3945440,2254840,1630,5.381084,43.297626
Marseille,3945440,2254840,1580,5.381084,43.297626
Marseille,3945440,2254840,1640,5.381084,43.297626
Marseille,3945440,2254840,1547,5.381084,43.297626
Marseille,3945440,2254840,1506,5.381084,43.297626
Marseille,3945440,2254840,1507,5.381084,43.297626
Marseille,3945440,2254840,1508,5.381084,43.297626
Marseille,3945440,2254840,1524,5.381084,43.297626
Marseille,3945440,2254840,1527,5.381084,43.297626
Marseille,3945440,2254840,1649,5.381084,43.297626
Marseille,3945440,2254840,1546,5.381084,43.297626
Marseille,3945440,2254840,1619,5.381084,43.297626
Marseille,3945440,2254840,1650,5.381084,43.297626
Marseille,3945440,2254840,1598,5.381084,43.297626
Marseille,3945440,2254840,1722,5.381084,43.297626
Marseille,3945440,2254840,1504,5.381084,43.297626
Marseille,3945440,2254840,1546,5.381084,43.297626
Marseille,3945440,2254840,1420,5.381084,43.297626
Marseille,3945440,2254840,1406,5.381084,43.297626
Marseille,3945440,2254840,1374,5.381084,43.297626
Marseille,3945440,2254840,1361,5.381084,43.297626
Marseille,3945440,2254840,1350,5.381084,43.297626
Marseille,3945440,2254840,1349,5.381084,43.297626
Marseille,3945440,2254840,1348,5.381084,43.297626
Marseille,3945440,2254840,1505,5.381084,43.297626
Marseille,3945440,2254840,1557,5.381084,43.297626
Marseille,3945440,2254840,1485,5.381084,43.297626
Marseille,3945440,2254840,1581,5.381084,43.297626
Marseille,3945440,2254840,1588,5.381084,43.297626
Marseille,3945440,2254840,1587,5.381084,43.297626
Marseille,3945440,2254840,1586,5.381084,43.297626
Marseille,3945440,2254840,1530,5.381084,43.297626
Marseille,3945440,2254840,1490,5.381084,43.297626
Marseille,3945440,2254840,1556,5.381084,43.297626
Marseille,3945440,2254840,1484,5.381084,43.297626
Marseille,3945440,2254840,1483,5.381084,43.297626
Marseille,3945440,2254840,1582,5.381084,43.297626
Marseille,3945440,2254840,1786,5.381084,43.297626
Marske,3555720,3539880,1665,-1.841576,54.399237
Marvejols,3787710,2406620,1465,3.291092,44.555057
Marvejols,3787710,2406620,1721,3.291092,44.555057
Massa lombarda,4466810,2372390,1572,11.828215,44.446218
Matillas,3240790,2075600,1387,-2.842359,40.95207
Mayenne,3536040,2855560,1649,-0.618246,48.304079
Mayenne,3536040,2855560,1640,-0.618246,48.304079
Mazirbe,5052490,3905530,1711,22.316761,57.682476
Mazirbe,5052490,3905530,1712,22.316761,57.682476
Meaux,3800490,2896790,1623,2.881852,48.957692
Meaux,3800490,2896790,1622,2.881852,48.957692
Meiningen,4350420,3050350,1439,10.415206,50.564223
Meiningen,4350420,3050350,1380,10.415206,50.564223
Meiningen,4350420,3050350,1366,10.415206,50.564223
Meissen,4563780,3122230,1680,13.471883,51.15929
Melksham,3480300,3210410,1625,-2.137838,51.373595
Melton Mowbray,3589340,3349980,1625,-0.885722,52.764252
Melun,3779840,2852300,1623,2.660243,48.541496
Melun,3779840,2852300,1628,2.660243,48.541496
Melun,3779840,2852300,1622,2.660243,48.541496
Melun,3779840,2852300,1562,2.660243,48.541496
Mende,3803810,2401070,1722,3.498495,44.518043
Mende,3803810,2401070,1721,3.498495,44.518043
Mende,3803810,2401070,1587,3.498495,44.518043
Mende,3803810,2401070,1586,3.498495,44.518043
Mende,3803810,2401070,1579,3.498495,44.518043
Mende,3803810,2401070,1465,3.498495,44.518043
Mende,3803810,2401070,1578,3.498495,44.518043
Meran,4410160,2618000,1634,11.164032,46.669093
Merseburg,4459760,3140380,1463,11.992318,51.357258
Messina,4810620,1696790,1575,15.555544,38.192294
Messina,4810620,1696790,1551,15.555544,38.192294
Messina,4810620,1696790,1552,15.555544,38.192294
Messina,4810620,1696790,1576,15.555544,38.192294
Messina,4810620,1696790,1347,15.555544,38.192294
Messina,4810620,1696790,1468,15.555544,38.192294
Messina,4810620,1696790,1571,15.555544,38.192294
Messina,4810620,1696790,1577,15.555544,38.192294
Messina,4810620,1696790,1624,15.555544,38.192294
Messina,4810620,1696790,1742,15.555544,38.192294
Messina,4810620,1696790,1743,15.555544,38.192294
Messina,4810620,1696790,1744,15.555544,38.192294
Messina,4810620,1696790,1501,15.555544,38.192294
Messina,4810620,1696790,1573,15.555544,38.192294
Messina,4810620,1696790,1350,15.555544,38.192294
Methley,3571610,3462260,1606,-1.408862,53.735042
Methley,3571610,3462260,1605,-1.408862,53.735042
Metz,4041670,2896490,1631,6.172661,49.116153
Metz,4041670,2896490,1546,6.172661,49.116153
Metz,4041670,2896490,1425,6.172661,49.116153
Metz,4041670,2896490,1636,6.172661,49.116153
Metz,4041670,2896490,1424,6.172661,49.116153
Metz,4041670,2896490,1635,6.172661,49.116153
Metz,4041670,2896490,1630,6.172661,49.116153
Metz,4041670,2896490,1547,6.172661,49.116153
Metz,4041670,2896490,1542,6.172661,49.116153
Metz,4041670,2896490,1483,6.172661,49.116153
Metz,4041670,2896490,1423,6.172661,49.116153
Metz,4041670,2896490,1625,6.172661,49.116153
Metz,4041670,2896490,1517,6.172661,49.116153
Metz,4041670,2896490,1349,6.172661,49.116153
Metz,4041670,2896490,1426,6.172661,49.116153
Metz,4041670,2896490,1464,6.172661,49.116153
Metz,4041670,2896490,1466,6.172661,49.116153
Metz,4041670,2896490,1473,6.172661,49.116153
Middleham,3555920,3527070,1645,-1.805879,54.286206
Milan,4490750,2500410,1502,12.172718,45.593922
Milan,4490750,2500410,1361,12.172718,45.593922
Milan,4490750,2500410,1363,12.172718,45.593922
Milan,4490750,2500410,1362,12.172718,45.593922
Milan,4490750,2500410,1350,12.172718,45.593922
Milan,4490750,2500410,1452,12.172718,45.593922
Milan,4490750,2500410,1400,12.172718,45.593922
Milan,4490750,2500410,1632,12.172718,45.593922
Milan,4490750,2500410,1524,12.172718,45.593922
Milan,4490750,2500410,1525,12.172718,45.593922
Milan,4490750,2500410,1357,12.172718,45.593922
Milan,4490750,2500410,1526,12.172718,45.593922
Milan,4490750,2500410,1528,12.172718,45.593922
Milan,4490750,2500410,1630,12.172718,45.593922
Milan,4490750,2500410,1578,12.172718,45.593922
Milan,4490750,2500410,1577,12.172718,45.593922
Milan,4490750,2500410,1576,12.172718,45.593922
Milan,4490750,2500410,1575,12.172718,45.593922
Milan,4490750,2500410,1566,12.172718,45.593922
Milan,4490750,2500410,1369,12.172718,45.593922
Milan,4490750,2500410,1483,12.172718,45.593922
Milan,4490750,2500410,1512,12.172718,45.593922
Milan,4490750,2500410,1485,12.172718,45.593922
Milan,4490750,2500410,1629,12.172718,45.593922
Milan,4490750,2500410,1613,12.172718,45.593922
Milan,4490750,2500410,1550,12.172718,45.593922
Milan,4490750,2500410,1523,12.172718,45.593922
Milan,4490750,2500410,1522,12.172718,45.593922
Milan,4490750,2500410,1514,12.172718,45.593922
Milan,4490750,2500410,1501,12.172718,45.593922
Milan,4490750,2500410,1388,12.172718,45.593922
Milan,4490750,2500410,1387,12.172718,45.593922
Milan,4490750,2500410,1374,12.172718,45.593922
Milan,4490750,2500410,1373,12.172718,45.593922
Milan,4490750,2500410,1485,12.172718,45.593922
Milan,4490750,2500410,1484,12.172718,45.593922
Milan,4490750,2500410,1482,12.172718,45.593922
Milan,4490750,2500410,1478,12.172718,45.593922
Milan,4490750,2500410,1451,12.172718,45.593922
Milan,4490750,2500410,1406,12.172718,45.593922
Milan,4490750,2500410,1631,12.172718,45.593922
Milan,4490750,2500410,1383,12.172718,45.593922
Milan,4490750,2500410,1516,12.172718,45.593922
Milan,4490750,2500410,1568,12.172718,45.593922
Milan,4490750,2500410,1637,12.172718,45.593922
Millau,3766670,2357800,1361,3.081316,44.099604
Millau,3766670,2357800,1464,3.081316,44.099604
Millau,3766670,2357800,1572,3.081316,44.099604
Millau,3766670,2357800,1503,3.081316,44.099604
Millau,3766670,2357800,1631,3.081316,44.099604
Millau,3766670,2357800,1479,3.081316,44.099604
Miltenberg,4267400,2954780,1625,9.257062,49.703253
Minden,4247460,3242810,1350,8.922192,52.289978
Minehead,3385150,3208300,1645,-3.478949,51.205574
Minehead,3385150,3208300,1618,-3.478949,51.205574
Mirande,3545530,2317070,1593,0.40433,43.515217
Mirande,3545530,2317070,1590,0.40433,43.515217
Mirande,3545530,2317070,1588,0.40433,43.515217
Mirandela,2894780,2206370,1599,-7.177627,41.49015
Mirecourt,4034210,2806020,1632,6.134181,48.300089
Mirfield,3551760,3458740,1631,-1.697509,53.675528
Misurata,4806721,1056415,1786,15.092016,32.377532
Modena,4394540,2393340,1524,10.925269,44.647079
Modena,4394540,2393340,1631,10.925269,44.647079
Modena,4394540,2393340,1350,10.925269,44.647079
Modena,4394540,2393340,1630,10.925269,44.647079
Modena,4394540,2393340,1572,10.925269,44.647079
Modena,4394540,2393340,1528,10.925269,44.647079
Modena,4394540,2393340,1526,10.925269,44.647079
Modena,4394540,2393340,1484,10.925269,44.647079
Modena,4394540,2393340,1525,10.925269,44.647079
Modena,4394540,2393340,1523,10.925269,44.647079
Modena,4394540,2393340,1348,10.925269,44.647079
Modena,4394540,2393340,1478,10.925269,44.647079
Modena,4394540,2393340,1374,10.925269,44.647079
Modena,4394540,2393340,1501,10.925269,44.647079
Moissac,3607540,2375200,1630,1.084961,44.104054
Moissac,3607540,2375200,1628,1.084961,44.104054
Moissac,3607540,2375200,1503,1.084961,44.104054
Monastir,4397076,1414293,1704,10.833327,35.783325
Monastir,4397076,1414293,1699,10.833327,35.783325
Monastir,4397076,1414293,1785,10.833327,35.783325
Monk Fryston,3583570,3463350,1605,-1.232124,53.761439
Monk Fryston,3583570,3463350,1606,-1.232124,53.761439
Monopoli,4936440,2013880,1691,17.290497,40.957075
Montargis,3779350,2791390,1626,2.732739,47.99611
Montauban,3628310,2363090,1632,1.358943,44.01759
Montauban,3628310,2363090,1629,1.358943,44.01759
Montauban,3628310,2363090,1348,1.358943,44.01759
Montauban,3628310,2363090,1628,1.358943,44.01759
Montauban,3628310,2363090,1621,1.358943,44.01759
Montauban,3628310,2363090,1503,1.358943,44.01759
Montauban,3628310,2363090,1653,1.358943,44.01759
Montauban,3628310,2363090,1634,1.358943,44.01759
Montauban,3628310,2363090,1348,1.358943,44.01759
Montauban,3628310,2363090,1630,1.358943,44.01759
Montauban,3628310,2363090,1652,1.358943,44.01759
Montbéliard,4079860,2716130,1626,6.79978,47.511865
Montbéliard,4079860,2716130,1627,6.79978,47.511865
Montbéliard,4079860,2716130,1631,6.79978,47.511865
Montbéliard,4079860,2716130,1637,6.79978,47.511865
Montbéliard,4079860,2716130,1588,6.79978,47.511865
Montbéliard,4079860,2716130,1629,6.79978,47.511865
Montbéliard,4079860,2716130,1635,6.79978,47.511865
Montbéliard,4079860,2716130,1564,6.79978,47.511865
Montbéliard,4079860,2716130,1349,6.79978,47.511865
Montblanc,3580490,2073990,1501,1.161425,41.376826
Montblanc,3580490,2073990,1348,1.161425,41.376826
Montbrison,3857900,2518050,1631,4.064727,45.608862
